Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1113,tt9098938,2024-05-28,2024-05-28,,Movie name 1113,Movie name 1113,link here,Movie,7.5,119,2022,"Comedy, Drama, Family",11370,2022-03-31,,8,2024-05-28
1114,tt2181931,2024-05-28,2024-05-28,,Movie name 1114,Movie name 1114,link here,Movie,7.8,134,2012,"Comedy, Drama, Family",40249,2012-10-05,,10,2024-05-28
1115,tt7014006,2024-05-28,2024-05-28,,Movie name 1115,Movie name 1115,link here,Movie,7.4,93,2018,"Comedy, Drama",83885,2018-08-03,,6,2024-05-28
1116,tt3359350,2024-05-28,2024-05-28,,Movie name 1116,Movie name 1116,link here,Movie,6.2,121,2024,"Action, Thriller",156038,2024-03-21,,6,2024-05-28
1117,tt1684562,2024-06-06,2024-06-06,,Movie name 1117,Movie name 1117,link here,Movie,6.9,126,2024,"Action, Comedy, Drama, Romance",175121,2024-05-03,,4,2024-06-06
1118,tt28364355,2024-06-06,2024-06-06,,Movie name 1118,Movie name 1118,link here,Movie,6.6,166,2024,"Comedy, Drama",3843,2024-04-11,,2,2024-06-06
1119,tt20215968,2024-06-07,2024-06-07,,Movie name 1119,Movie name 1119,link here,Movie,6.8,115,2023,"Comedy, Crime, Romance",98062,2024-06-07,,10,2024-06-07
1120,tt2365580,2024-06-08,2024-06-08,,Movie name 1120,Movie name 1120,link here,Movie,6.5,109,2019,"Comedy, Crime, Drama, Mystery",26182,2019-08-16,,7,2024-06-08
1121,tt5478478,2024-06-08,2024-06-08,,Movie name 1121,Movie name 1121,link here,Movie,7.2,134,2017,"Drama, Western",98497,2018-01-26,,8,2024-06-08
1122,tt14124080,2024-06-09,2024-06-09,,Movie name 1122,Movie name 1122,link here,Movie,7,96,2023,"Biography, Drama, War",7347,2023-10-06,,8,2024-06-09
1123,tt3420504,2024-06-09,2024-06-09,,Movie name 1123,Movie name 1123,link here,Movie,6.9,115,2021,"Adventure, Drama, Sci-Fi",100888,2021-11-05,,10,2024-06-09
1124,tt1013743,2024-06-11,2024-06-11,,Movie name 1124,Movie name 1124,link here,Movie,6.3,109,2010,"Action, Adventure, Comedy",213291,2010-06-23,,5,2024-06-11
1125,tt1736633,2024-06-11,2024-06-11,,Movie name 1125,Movie name 1125,link here,Movie,7.6,95,2011,Drama,30529,2011-08-31,,8,2024-06-11
1126,tt8637428,2024-06-13,2024-06-13,,Movie name 1126,Movie name 1126,link here,Movie,7.5,100,2019,"Comedy, Drama",72673,2019-08-09,,7,2024-06-13
1127,tt0473389,2024-06-14,2024-06-14,,Movie name 1127,Movie name 1127,link here,TV Movie,7.5,90,2006,"Biography, Drama",12917,2006-08-13,,8,2024-06-14
1128,tt3715320,2024-06-15,2024-06-15,,Movie name 1128,Movie name 1128,link here,Movie,6.6,95,2015,"Comedy, Crime, Drama, Romance",68146,2015-08-07,,7,2024-06-15
1129,tt1838603,2024-06-16,2024-06-16,,Movie name 1129,Movie name 1129,link here,Movie,6.7,111,2013,"Comedy, Drama, Romance",13445,2013-11-01,,8,2024-06-16
1130,tt21912342,2024-06-17,2024-06-17,,Movie name 1130,Movie name 1130,link here,TV Episode,8.2,59,2024,"Action, Adventure, Drama, Fantasy, Romance",39348,2024-06-16,,8,2024-06-17
1131,tt5177120,2024-06-20,2024-06-20,,Movie name 1131,Movie name 1131,link here,Movie,6.8,122,2024,"Action, Comedy, War",113519,2024-04-19,Guy Ritchie,10,2024-06-20
1132,tt11317142,2024-06-21,2024-06-21,,Movie name 1132,Movie name 1132,link here,Movie,7.1,77,2020,"Comedy, Drama",35610,2021-04-02,,1,2024-06-21
1133,tt1136617,2024-06-21,2024-06-21,,Movie name 1133,Movie name 1133,link here,Movie,6.7,118,2023,"Action, Adventure, Crime, Drama, Thriller",200459,2023-11-10,David Fincher,10,2024-06-21
1134,tt21929356,2024-06-22,2024-06-22,,Movie name 1134,Movie name 1134,link here,Movie,7,79,2022,Documentary,4303,2022-09-26,,7,2024-06-22
1135,tt8132700,2024-06-22,2024-06-22,,Movie name 1135,Movie name 1135,link here,Movie,6.5,96,2018,Documentary,10861,2018-11-15,,8,2024-06-22
1136,tt1528100,2024-06-22,2024-06-22,,Movie name 1136,Movie name 1136,link here,Movie,6,150,2014,"Action, Adventure, Drama, Fantasy",181456,2014-12-12,Ridley Scott,,
1137,tt3731562,2024-06-22,2024-06-22,,Movie name 1137,Movie name 1137,link here,Movie,6.7,118,2017,"Action, Adventure, Fantasy, Sci-Fi",357211,2017-03-10,,,
1138,tt2126355,2024-06-22,2024-06-22,,Movie name 1138,Movie name 1138,link here,Movie,6.1,114,2015,"Action, Adventure, Thriller",262229,2015-05-29,,,
1139,tt0209163,2024-06-22,2024-06-22,,Movie name 1139,Movie name 1139,link here,Movie,6.4,130,2001,"Action, Adventure, Fantasy, Thriller",352370,2001-05-04,,10,2024-06-22
1140,tt5442430,2024-06-22,2024-06-22,,Movie name 1140,Movie name 1140,link here,Movie,6.6,104,2017,"Horror, Sci-Fi, Thriller",261890,2017-03-24,,,
1141,tt3110958,2024-06-22,2024-06-22,,Movie name 1141,Movie name 1141,link here,Movie,6.4,129,2016,"Action, Adventure, Comedy, Crime, Mystery, Thriller",329724,2016-06-10,,,
1142,tt1430122,2024-06-22,2024-06-22,,Movie name 1142,Movie name 1142,link here,Video,7.5,175,2009,Documentary,40190,2009-05-05,,,
1143,tt1677720,2024-06-22,2024-06-22,,Movie name 1143,Movie name 1143,link here,Movie,7.4,140,2018,"Action, Adventure, Sci-Fi",501979,2018-03-29,,,
1144,tt25400540,2024-06-27,2024-06-27,,Movie name 1144,Movie name 1144,link here,Movie,6.6,132,2024,Comedy,3789,2024-05-16,,7,2024-06-27
1145,tt12037194,2024-07-02,2024-07-02,,Movie name 1145,Movie name 1145,link here,Movie,7.5,148,2024,"Action, Adventure, Sci-Fi, Thriller",229052,2024-05-24,,9,2024-07-02
1146,tt21051906,2024-07-02,2024-07-02,,Movie name 1146,Movie name 1146,link here,Movie,5.3,111,2024,"Comedy, Drama, Romance",32349,2024-06-28,,6,2024-07-02
1147,tt10339052,2024-07-03,2024-07-03,,Movie name 1147,Movie name 1147,link here,Movie,6.2,102,2021,"Comedy, Drama",6748,2021-09-17,,5,2024-07-03
1148,tt14452776,2024-07-03,2024-07-03,,Movie name 1148,Movie name 1148,link here,TV Series,8.6,34,2022,"Comedy, Drama",252798,2022-06-23,,10,2024-07-03
1149,tt0237094,2024-07-07,2024-07-07,,Movie name 1149,Movie name 1149,link here,Movie,7.8,163,1993,"Action, Drama",955,,,5,2024-07-07
1150,tt0396684,2024-07-07,2024-07-07,,Movie name 1150,Movie name 1150,link here,Movie,6.8,141,2003,"Drama, Romance",389,2003-04-04,,,
1151,tt0406892,2024-07-07,2024-07-07,,Movie name 1151,Movie name 1151,link here,Movie,6.4,148,2000,"Musical, Comedy, Drama, Romance",313,2000-07,,,
1152,tt1102286,2024-07-07,2024-07-07,,Movie name 1152,Movie name 1152,link here,Movie,5.1,127,2007,"Drama, Romance",112,2007-08-27,,6,2024-07-07
1153,tt27179976,2024-07-08,2024-07-08,,Movie name 1153,Movie name 1153,link here,TV Episode,9.5,55,2024,"Action, Adventure, Drama, Fantasy, Romance",57871,2024-07-07,,7,2024-07-08
1154,tt26655359,2024-07-10,2024-07-10,,Movie name 1154,Movie name 1154,link here,Movie,5.6,160,2024,"Action, Comedy, Drama",4873,2024-05-01,,2,2024-07-10
1155,tt0592902,2024-07-11,2024-07-11,,Movie name 1155,Movie name 1155,link here,TV Episode,8.3,44,2005,"Drama, Romance",3176,2005-03-27,,8,2024-07-11
1156,tt32089689,2024-07-14,2024-07-14,,Movie name 1156,Movie name 1156,link here,Movie,6,127,2024,Comedy,2779,2024-05-24,,6,2024-07-14
1157,tt5525650,2024-07-23,2024-07-23,,Movie name 1157,Movie name 1157,link here,Movie,7.1,173,2024,"Adventure, Drama",44492,2024-03-28,,7,2024-07-23
1158,tt32258850,2024-07-24,2024-07-24,,Movie name 1158,Movie name 1158,link here,Movie,6.8,93,2024,Documentary,469,2024-07-17,,7,2024-07-24
1159,tt14308574,2024-07-24,2024-07-24,,Movie name 1159,Movie name 1159,link here,Movie,5.7,99,2022,"Documentary, Mystery, Thriller",397,2023-07-14,,7,2024-07-24
1160,tt26047818,2024-07-26,2024-07-26,,Movie name 1160,Movie name 1160,link here,Movie,6.1,103,2023,"Comedy, Romance",128158,2023-12-22,,6,2024-07-26
1161,tt32537777,2024-07-26,2024-07-26,,Movie name 1161,Movie name 1161,link here,Movie,7.6,123,2024,Drama,1466,2024-06-21,,8,2024-07-26
1162,tt17677860,2024-07-27,2024-07-27,,Movie name 1162,Movie name 1162,link here,TV Series,7.7,,2024,"Crime, Drama, Mystery",62819,2024-06-12,,9,2024-07-27
1163,tt2637276,2024-07-28,2024-07-28,,Movie name 1163,Movie name 1163,link here,Movie,6.3,115,2015,Comedy,240731,2015-06-26,,7,2024-07-28
1164,tt16431870,2024-07-28,2024-07-28,,Movie name 1164,Movie name 1164,link here,Movie,6.3,118,2023,"Action, Comedy",49060,2023-12-15,,6,2024-07-28
1165,tt7401588,2024-07-28,2024-07-28,,Movie name 1165,Movie name 1165,link here,Movie,7.3,118,2018,"Comedy, Drama",124464,2018-11-16,,8,2024-07-28
1166,tt0097351,2024-07-30,2024-07-30,,Movie name 1166,Movie name 1166,link here,Movie,7.5,107,1989,"Drama, Family, Fantasy, Sport",131802,1989-05-05,,5,2024-07-30
1167,tt29608104,2024-08-09,2024-08-09,,Movie name 1167,Movie name 1167,link here,Movie,5.9,155,2024,"Action, Comedy",3260,2024-05-23,,3,2024-08-09
1168,tt1411697,2024-08-12,2024-08-12,,Movie name 1168,Movie name 1168,link here,Movie,6.5,102,2011,Comedy,545828,2011-05-26,,8,2024-08-12
1169,tt29272469,2024-08-12,2024-08-12,,Movie name 1169,Movie name 1169,link here,Movie,7.2,120,2024,"Crime, Mystery",4058,2024-06-07,,1,2024-08-12
1170,tt24169886,2024-08-12,2024-08-12,,Movie name 1170,Movie name 1170,link here,Movie,6.2,101,2024,"Action, Comedy, Crime, Drama, Mystery, Thriller",31341,2024-08-09,,10,2024-08-12
1171,tt1951261,2024-08-12,2024-08-12,,Movie name 1171,Movie name 1171,link here,Movie,5.8,100,2013,"Comedy, Crime",342195,2013-05-23,,8,2024-08-12
1172,tt1231583,2024-08-13,2024-08-13,,Movie name 1172,Movie name 1172,link here,Movie,6.5,95,2010,"Comedy, Drama",361690,2010-11-05,,8,2024-08-13
1173,tt27950365,2024-08-14,2024-08-14,,Movie name 1173,Movie name 1173,link here,TV Series,5.8,,2024,Comedy,449,2024-07-19,,7,2024-08-14
1174,tt29456979,2024-08-14,2024-08-14,,Movie name 1174,Movie name 1174,link here,Movie,5.9,136,2024,"Comedy, Drama, Romance",2153,2024-06-07,,2,2024-08-14
1175,tt15263194,2024-08-14,2024-08-14,,Movie name 1175,Movie name 1175,link here,Movie,4.9,128,2022,Drama,730,2022-11-25,,1,2023-03-09
1176,tt15422244,2024-08-14,2024-08-14,,Movie name 1176,Movie name 1176,link here,Movie,8,137,2022,Drama,2615,2022-12-02,,9,2023-01-05
1177,tt21818968,2024-08-14,2024-08-14,,Movie name 1177,Movie name 1177,link here,Movie,2.6,133,2022,Comedy,1407,2022-11-04,,1,2023-03-09
1178,tt14032520,2024-08-14,2024-08-14,,Movie name 1178,Movie name 1178,link here,Movie,6.2,120,2022,"Drama, Romance, Thriller",853,2022-11-04,,6,2023-03-12
1179,tt14137346,2024-08-15,2024-08-15,,Movie name 1179,Movie name 1179,link here,Movie,6.9,140,2022,"Comedy, Family",2194,2022-06-24,,7,2024-08-15
1180,tt21946198,2024-08-15,2024-08-15,,Movie name 1180,Movie name 1180,link here,Movie,5.5,131,2022,Comedy,754,2022-12-23,,2,2024-08-15
1181,tt21289534,2024-08-16,2024-08-16,,Movie name 1181,Movie name 1181,link here,TV Episode,6.7,58,2024,"Comedy, Drama, Romance",118,2024-08-15,M. Night Shyamalan,6,2024-08-16
1182,tt10155688,2024-08-16,2024-08-16,,Movie name 1182,Movie name 1182,link here,TV Mini Series,8.4,60,2021,"Crime, Drama, Mystery",197529,2021-04-18,,9,2024-08-16
1183,tt11610562,2024-08-16,2024-08-16,,Movie name 1183,Movie name 1183,link here,TV Episode,9,67,2021,"Crime, Drama, Mystery",6362,2021-05-30,,10,2024-08-16
1184,tt11033898,2024-08-17,2024-08-17,,Movie name 1184,Movie name 1184,link here,TV Episode,7.9,58,2021,"Crime, Drama, Mystery",6860,2021-04-18,,8,2024-08-17
1185,tt11610548,2024-08-17,2024-08-17,,Movie name 1185,Movie name 1185,link here,TV Episode,8.5,58,2021,"Crime, Drama, Mystery",6352,2021-04-25,,8,2024-08-17
1186,tt11610550,2024-08-17,2024-08-17,,Movie name 1186,Movie name 1186,link here,TV Episode,8.1,60,2021,"Crime, Drama, Mystery",5684,2021-05-02,,7,2024-08-17
1187,tt11610552,2024-08-17,2024-08-17,,Movie name 1187,Movie name 1187,link here,TV Episode,8.2,57,2021,"Crime, Drama, Mystery",5638,2021-05-09,,7,2024-08-17
1188,tt11610556,2024-08-17,2024-08-17,,Movie name 1188,Movie name 1188,link here,TV Episode,9.3,59,2021,"Crime, Drama, Mystery",8077,2021-05-16,,9,2024-08-17
1189,tt11610558,2024-08-17,2024-08-17,,Movie name 1189,Movie name 1189,link here,TV Episode,8.6,59,2021,"Crime, Drama, Mystery",5530,2021-05-23,,8,2024-08-17
1190,tt0353969,2024-08-17,2024-08-17,,Movie name 1190,Movie name 1190,link here,Movie,8.1,132,2003,"Crime, Drama, Mystery, Thriller",227717,2003-05-02,,8,2024-08-17
1191,tt0124198,2024-08-17,2024-08-17,,Movie name 1191,Movie name 1191,link here,Movie,6.3,100,1998,"Comedy, Crime, Thriller",49530,1998-11-25,,5,2024-08-17
1192,tt3315342,2024-08-17,2024-08-17,,Movie name 1192,Movie name 1192,link here,Movie,8.1,137,2017,"Action, Drama, Sci-Fi, Thriller",867723,2017-03-03,,,
1193,tt22074674,2024-08-17,2024-08-17,,Movie name 1193,Movie name 1193,link here,TV Episode,7.2,31,2024,"Comedy, Drama, Romance",114,2024-08-15,,5,2024-08-17
1194,tt11286314,2024-08-21,2024-08-21,,Movie name 1194,Movie name 1194,link here,Movie,7.2,138,2021,"Comedy, Drama, Sci-Fi",622179,2021-12-24,,9,2024-08-21
1195,tt9764362,2024-08-21,2024-08-21,,Movie name 1195,Movie name 1195,link here,Movie,7.2,107,2022,"Comedy, Horror, Thriller",423898,2022-11-18,,8,2023-02-19
1196,tt13004760,2024-08-21,2024-08-21,,Movie name 1196,Movie name 1196,link here,Movie,4,121,2024,"Comedy, Drama, Family",718,2024-06-14,,5,2024-08-21
1197,tt15478036,2024-08-23,2024-08-23,,Movie name 1197,Movie name 1197,link here,TV Series,6.3,,2024,"Comedy, Drama, Romance",365,2024-08-15,,6,2024-11-17
1198,tt21289308,2024-08-23,2024-08-23,,Movie name 1198,Movie name 1198,link here,TV Episode,7.7,46,2024,"Comedy, Drama, Romance",94,2024-08-15,,6,2024-08-23
1199,tt21288384,2024-08-23,2024-08-23,,Movie name 1199,Movie name 1199,link here,TV Episode,7.3,39,2024,"Comedy, Drama, Romance",100,2024-08-15,,1,2024-08-23
1200,tt21289252,2024-08-23,2024-08-23,,Movie name 1200,Movie name 1200,link here,TV Episode,7.9,41,2024,"Comedy, Drama, Romance",91,2024-08-15,M. Night Shyamalan,9,2024-08-23
1201,tt1302006,2024-08-23,2024-08-23,,Movie name 1201,Movie name 1201,link here,Movie,7.8,209,2019,"Biography, Crime, Drama",442218,2019-11-27,Martin Scorsese,8,2024-08-23
1202,tt22493452,2024-08-23,2024-08-23,,Movie name 1202,Movie name 1202,link here,TV Episode,7.1,48,2024,"Comedy, Drama, Romance",89,2024-08-15,,5,2024-08-23
1203,tt21289468,2024-08-23,2024-08-23,,Movie name 1203,Movie name 1203,link here,TV Episode,6.9,39,2024,"Comedy, Drama, Romance",76,2024-08-15,,2,2024-08-23
1204,tt21289098,2024-08-23,2024-08-23,,Movie name 1204,Movie name 1204,link here,TV Episode,5.7,42,2024,"Comedy, Drama, Romance",62,2024-08-15,,1,2024-08-23
1205,tt21289392,2024-08-23,2024-08-23,,Movie name 1205,Movie name 1205,link here,TV Episode,7.4,53,2024,"Comedy, Drama, Romance",57,2024-08-15,,9,2024-08-23
1206,tt27880659,2024-08-24,2024-08-24,,Movie name 1206,Movie name 1206,link here,Movie,6.4,116,2024,Mystery,176,2024-05-31,,6,2024-08-24
1207,tt20201748,2024-08-27,2024-08-27,,Movie name 1207,Movie name 1207,link here,Movie,6.2,112,2024,"Comedy, Crime",7064,2024-08-23,,7,2024-08-27
1208,tt22408160,2024-08-28,2024-08-28,,Movie name 1208,Movie name 1208,link here,Movie,6.5,164,2024,"Comedy, Drama, Horror",46109,2024-06-28,,1,2024-08-28
1209,tt5052448,2024-08-28,2024-08-28,,Movie name 1209,Movie name 1209,link here,Movie,7.8,104,2017,"Horror, Mystery, Thriller",735297,2017-02-24,,8,2024-08-28
1210,tt0360717,2024-08-28,2024-08-28,,Movie name 1210,Movie name 1210,link here,Movie,7.2,187,2005,"Action, Adventure, Romance",453691,2005-12-14,,,
1211,tt10062310,2024-08-30,2024-08-30,,Movie name 1211,Movie name 1211,link here,TV Episode,8.4,59,2020,Drama,12724,2020-10-23,,6,2024-08-30
1212,tt5648882,2024-08-30,2024-08-30,,Movie name 1212,Movie name 1212,link here,Movie,7.1,126,2023,Drama,37882,2023-10-13,,5,2024-08-30
1213,tt10062314,2024-08-31,2024-08-31,,Movie name 1213,Movie name 1213,link here,TV Episode,8.4,46,2020,Drama,10797,2020-10-23,,8,2024-08-31
1214,tt29026239,2024-08-31,2024-08-31,,Movie name 1214,Movie name 1214,link here,Movie,4.9,122,2023,Comedy,763,2023-12-08,,4,2024-08-31
1215,tt10062318,2024-08-31,2024-08-31,,Movie name 1215,Movie name 1215,link here,TV Episode,8.4,49,2020,Drama,10471,2020-10-23,,8,2024-08-31
1216,tt10062320,2024-08-31,2024-08-31,,Movie name 1216,Movie name 1216,link here,TV Episode,8.2,48,2020,Drama,10147,2020-10-23,,7,2024-08-31
1217,tt10062322,2024-08-31,2024-08-31,,Movie name 1217,Movie name 1217,link here,TV Episode,8.4,60,2020,Drama,10231,2020-10-23,,7,2024-08-31
1218,tt12984026,2024-08-31,2024-08-31,,Movie name 1218,Movie name 1218,link here,TV Episode,9.2,68,2020,Drama,13836,2020-10-23,,8,2024-08-31
1219,tt10048342,2024-08-31,2024-08-31,,Movie name 1219,Movie name 1219,link here,TV Mini Series,8.5,60,2020,Drama,586487,2020-10-23,,8,2024-08-31
1220,tt23561236,2024-09-01,2024-09-01,,Movie name 1220,Movie name 1220,link here,Movie,7.5,117,2023,"Comedy, Drama",101345,2023-12-22,,3,2024-09-01
1221,tt27328393,2024-09-01,2024-09-01,,Movie name 1221,Movie name 1221,link here,Movie,2.7,104,2024,"Comedy, Musical",205,2024-06-28,,3,2024-09-01
1222,tt14849194,2024-09-01,2024-09-01,,Movie name 1222,Movie name 1222,link here,Movie,7.9,133,2023,"Comedy, Drama",171609,2023-11-10,,10,2024-09-01
1223,tt1389072,2024-09-02,2024-09-02,,Movie name 1223,Movie name 1223,link here,Movie,5.8,135,2017,"Drama, Fantasy, Sci-Fi",129161,2017-12-22,,7,2024-09-02
1224,tt0257360,2024-09-03,2024-09-03,,Movie name 1224,Movie name 1224,link here,Movie,7.2,125,2002,Drama,134868,2003-01-03,,7,2024-09-03
1225,tt0825232,2024-09-03,2024-09-03,,Movie name 1225,Movie name 1225,link here,Movie,7.4,97,2007,"Adventure, Comedy, Drama",263576,2008-01-11,,8,2024-09-03
1226,tt3758542,2024-09-04,2024-09-04,,Movie name 1226,Movie name 1226,link here,Movie,6.4,130,2023,"Biography, Drama, History, Sport",57890,2023-12-25,,7,2024-09-04
1227,tt26626445,2024-09-06,2024-09-06,,Movie name 1227,Movie name 1227,link here,Movie,5.9,156,2024,"Comedy, Drama",1159,2024-08-09,,6,2024-09-06
1228,tt27510257,2024-09-09,2024-09-09,,Movie name 1228,Movie name 1228,link here,Movie,7.2,131,2024,"Crime, Mystery, Thriller",3479,2024-05-24,,5,2024-09-09
1229,tt31869446,2024-09-11,2024-09-11,,Movie name 1229,Movie name 1229,link here,Movie,6.8,136,2024,"Comedy, Drama, Family",1273,2024-07-19,,5,2024-09-11
1230,tt29274198,2024-09-12,2024-09-12,,Movie name 1230,Movie name 1230,link here,Movie,6.8,125,2024,"Comedy, Crime",2544,2024-08-15,,9,2024-09-12
1231,tt9612516,2024-09-13,2024-09-13,,Movie name 1231,Movie name 1231,link here,TV Series,6.7,30,2020,Comedy,72265,2020-05-29,,8,2024-09-13
1232,tt19864802,2024-09-13,2024-09-13,,Movie name 1232,Movie name 1232,link here,Movie,6.6,113,2024,"Action, Thriller",44676,2024-02-16,,8,2024-09-13
1233,tt31852716,2024-09-14,2024-09-14,,Movie name 1233,Movie name 1233,link here,Movie,7.3,98,2024,"Documentary, History",1866,2024-09-05,,8,2024-09-14
1234,tt20765818,2024-09-15,2024-09-15,,Movie name 1234,Movie name 1234,link here,Movie,4.7,139,2023,Comedy,214,2023-08-11,,5,2024-09-15
1235,tt28184314,2024-09-15,2024-09-15,,Movie name 1235,Movie name 1235,link here,TV Series,6.7,112,2024,"Comedy, Drama",300,2024-08-19,,6,2024-11-17
1236,tt30781664,2024-09-18,2024-09-18,,Movie name 1236,Movie name 1236,link here,Movie,5.5,122,2024,Comedy,425,2024-03-28,,5,2024-09-18
1237,tt26931586,2024-09-21,2024-09-21,,Movie name 1237,Movie name 1237,link here,Movie,7,128,2024,Thriller,420,2024-05-17,,6,2024-09-21
1238,tt12616480,2024-09-23,2024-09-23,,Movie name 1238,Movie name 1238,link here,Movie,5.7,108,2024,"Sci-Fi, Thriller",5882,2024-08-30,,8,2024-09-23
1239,tt29470244,2024-09-23,2024-09-23,,Movie name 1239,Movie name 1239,link here,Movie,7.3,125,2024,Drama,2663,2024-08-15,,5,2024-09-23
1240,tt31639439,2024-09-26,2024-09-26,,Movie name 1240,Movie name 1240,link here,Movie,6.7,121,2024,Comedy,1488,2024-08-30,,9,2024-09-26
1241,tt27419292,2024-09-29,2024-09-29,,Movie name 1241,Movie name 1241,link here,Movie,5.6,97,2024,"Crime, Drama, Mystery, Romance, Thriller",10447,2024-09-26,,5,2024-09-29
1242,tt14257582,2024-09-30,2024-09-30,,Movie name 1242,Movie name 1242,link here,Movie,6.5,108,2024,"Crime, Thriller",54073,2024-09-27,,8,2024-09-30
1243,tt6263850,2024-10-02,2024-10-02,,Movie name 1243,Movie name 1243,link here,Movie,7.7,128,2024,"Action, Adventure, Comedy, Sci-Fi",381224,2024-07-26,,8,2024-10-02
1244,tt1596345,2024-10-03,2024-10-03,,Movie name 1244,Movie name 1244,link here,Movie,7,115,2014,"Biography, Drama, History, Sport, Thriller",50691,2015-09-25,,6,2024-10-03
1245,tt26445683,2024-10-05,2024-10-05,,Movie name 1245,Movie name 1245,link here,Movie,5.8,120,2024,"Drama, Family, Thriller",1294,2024-06-21,,5,2024-10-05
1246,tt2899136,2024-10-06,2024-10-06,,Movie name 1246,Movie name 1246,link here,Movie,4.9,136,2013,"Action, Comedy, Crime, Thriller",214,2013-05-03,,6,2024-10-06
1247,tt6221000,2024-10-06,2024-10-06,,Movie name 1247,Movie name 1247,link here,Movie,7.4,120,2017,"Comedy, Drama, Sport",2739,2017-05-19,,7,2024-10-06
1248,tt0255402,2024-10-06,2024-10-06,,Movie name 1248,Movie name 1248,link here,Movie,4.7,145,1999,Comedy,123,1999-04-15,,7,2024-10-06
1249,tt3657658,2024-10-06,2024-10-06,,Movie name 1249,Movie name 1249,link here,Movie,5.3,126,2013,Comedy,165,2013-12-12,,5,2024-10-06
